POSITION_TITLE,RESUME_NUMBER,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWORDS,COMMUNITY SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,Language,Category
HR COORDINATOR,26780935,"['sales', 'strong lead development']",2.0,3.0,Business Translation,8,0,0,0,0,16.0,"['carl henry modern sales training', 'client-focused', 'effective communication skills', 'event management', 'leadership', 'microsoft office proficient', 'self -starter', 'troubleshooting', 'problem solving', 'organized', 'detail oriented', 'sensitive to customer needs', 'ultimate software payroll and hris expertise', 'kronos time and attendance expertise', 'paychex proficient', 'nettime proficient']",3.0,HR
HR GENERALIST,34554248,"['employment law', 'onboarding fmla/ada/eeo', 'employee relations hr policies and', 'benefits & administration procedures payroll administration staff recruitment & retention hris applications (paychex', 'paychex flex)']",3.0,3.0,Business ASHFORD,8,0,0,0,0,62.0,"['accounting', 'ada', 'advertising', 'benefits', 'benefits & administration', 'bookkeeping', 'budgeting', 'business law', 'business research', 'business startup', 'competitive', 'credit', 'clients', 'delivery', 'economics', 'employee relations', 'training employees', 'special events', 'senior management', 'filling', 'finance', 'financial', 'general manager', 'hiring', 'hris', 'human resources', 'hr', 'inventory', 'italian', 'leadership', 'law', 'letters', 'managerial', 'managerial accounting', 'market', 'marketing', 'marketing materials', 'materials', 'excel', 'ms office', 'outlook', 'powerpoint', 'word', 'operations management', 'organizational', 'packaging', 'payroll', 'policies', 'pos', 'pricing', 'profit', 'promotion', 'protocols', 'purchasing', 'quality', 'radio', 'recruitment', 'safety', 'sales', 'sigma', 'phone', 'unique']",1.0,HR
HR CONSULTANT,26202430,['analytical'],,3.0,,2,0,0,0,0,13.0,"['advanced excel', 'access', 'word', 'visio', 'power point', 'vba', 'sap hcm', 'success factors (compensation)', 'microsoft project management', 'service now (askhr)', 'smartsheet', 'panaya', 'silkroad - red carpet']",2.0,HR
HR GENERALIST,19867922,set(),2.0,3.0,Business Administration,8,0,0,0,0,45.0,"['administrative duties', 'administrative support', 'adp', 'ad', 'attention to detail', 'basic', 'benefits', 'bi', 'calendar maintenance', 'call center', 'copying', 'data analysis', 'databases', 'database', 'documentation', 'email', 'employee relations', 'expense reports', 'faxing', 'filing', 'forms', 'hris', 'human resources', 'hr', 'leadership', 'notes', 'meetings', 'access', 'microsoft office suite', 'office', 'multi-tasking', 'organizational', 'payroll', 'policies', 'posters', 'presentations', 'reporting', 'research', 'scheduling', 'siebel', 'strategic', 'supervisor', 'telephone', 'phone', 'typing']",1.0,HR
HR INTERN,91930382,set(),3.0,3.0,Businessdministration,5,0,0,0,0,2.0,"['bullhorn', 'boolean searches,']",1.0,HR
HR ASSISTANT/PAYROLL,30646367,"['paychex', 'mastertax', 'abra', 'time star', 'infotronics', 'store master', 'dominion', 'quickbooks']",2.0,2.0,Humanesources,17,0,0,0,0,34.0,"['abra', 'academic', 'benefits', 'benefits administration', 'billing', 'bi', 'ceridian', 'conflict resolution', 'crystal reports', 'hris', 'human resources', 'hr', 'insurance', 'process invoices', 'local government', 'materials', 'meetings', 'excel', 'powerpoint', 'microsoft word', 'payroll', 'peoplesoft', 'performance reviews', 'personnel', 'policies', 'quickbooks', 'reporting', 'safety', 'sales', 'sap', 'spreadsheets', 'tax', 'tax returns', 'written']",1.0,HR
HR ASSISTANT,39650734,"['assigned administrative assignments on a daily basis', ""implemented employee's handbook"", 'processed documentation for employees', ""conducted employees' performance reviews"", 'managed employee scheduling', 'coordinated with upper level', 'co-worker and lower level', 'teamwork oriented', 'processed new recruits', 'processed payroll', 'performed background check', 'managed inventory supplies', 'secured new wholesale food purveyor to decrease costs and increase profits', 'accomplishments', 'accomplishments at pho n more restaurant', 'managed restaurant financial objectives by developing financing', 'establishing banking relationships', 'prepared strategic and annual forecasts and budgets by analyzing variances', 'initiating corrective actions', 'and establishing financial controls\u200b', 'developed and implemented strategies to increase average meal checks', 'created restaurant business plan by surveying restaurant demand', 'conferring with people in the community', 'identifying and evaluating competitors', 'preparing financial', 'marketing', 'and sales projections', 'analyses', 'and estimates', '\u200b', '\u200b', 'controlled purchases and inventory by meeting with account manager', 'negotiating prices and contracts', 'developing preferred supplier lists', 'reviewing and evaluating usage reports', 'analyzing variances', 'taking corrective actions\u200b', '\u200b', 'contributed team effort and inspired team members motivation \u200b\u200b\u200band provided high level of customer service and maintain a high profile in the day to day operations', '\u200b\u200bhandled any complaints or contentious issues that cannot be settled directly by team members and provides a fast solution\u200b', '\u200b', 'accomplished in campaign recycle program', 'divide the right trash to the right bin', '\u200b', 'accomplishments at dr norman g mckoy\u200b\u200b & associates', 'demonstrated success in administrative employee handbook', 'developing team building programs and corporate policies', 'job descriptions and management reports\u200b', '\u200b', 'organized office documents', ""patients' charts and organized office woking areas"", 'welcomed new employees to the organization by conducting orientation', ""organized employees' document pockets and maintained\xa0employees's confidence and protect operation by keeping human resource information confidential"", 'maintained employee information by entering and updating employment and status-change data', 'provided payroll information by collecting time and attendance records', 'provided secretarial support by entering', 'formatting', 'and printing information', 'organizing work', 'answering the telephone', 'relaying messages', 'maintaining equipment and supplies\u200b\u200b', '\u200b']",2.0,3.0,Humanities,8,0,0,0,0,20.0,"['human resource management skills:', 'employment law', 'hr policies & procedures', 'training & development', 'performance management', 'employee relations and mediation', 'benefits administration', 'orientation & on-boarding', 'organizational development', 'staff life cycle', 'computer skills:', 'hris applications (peoplesoft enterprise human resources)', 'ms office (word', 'excel', 'powerpoint', 'access', 'outlook)', 'e-mailing tools-ms outlook', 'windows outlook', 'yahoo and']",1.0,HR
HR GENERALIST,72231872,"['benefits administration (10+ years)', 'employee relations (10+ years)', 'human resources (9 years)', 'payroll', '9 years)', 'training & development (10+ years)', 'recruitment (5 years)', 'links', 'http//beknowncom/kelly-simard https//wwwlinkedincom/pub/kelly-simard/2b/523/3 intermediate knowledge of most microsoft office programs', 'word', 'outlook', 'excel and powerpoint', 'prezi', 'tableau', 'knowledge of various different payroll programs', 'core', 'core advanced', 'paychoice', 'paychoice online', 'encore', 'and encore online', 'adi time', 'ultipro', 'other systems utilized', 'hire centric', 'onboarding hire centric', 'auto-bene', 'taleo and successfactors']",3.0,2.0,Human Resources,10,0,0,0,0,61.0,"['accounts payable', 'accounts receivable', 'ada', 'administrative and support', 'ads', 'advertising', 'backup', 'benefits', 'benefits administration', 'brochures', 'budgeting', 'budgets', 'bi', 'call center', 'com', 'clientele', 'client', 'clients', 'customer services', 'customer service', 'direction', 'employee relations', 'filing', 'hris', 'http', 'human resource', 'human resources', 'hr', 'inventory', 'invoicing', 'leadership skills', 'leadership development', 'marketing', 'marketing materials', 'excel', 'microsoft office programs', 'office', 'outlook', 'powerpoint', 'word', 'monitors', 'newsletter', 'organizational', 'payroll', 'personnel', 'policies', 'processes', 'rapport', 'recruiting', 'recruitment', 'reporting', 'supervisory', 'surveys', 'tableau', 'tax returns', 'phone', 'training programs', 'website', 'writer', 'additional information', 'authorized to work in the us for any employer']",1.0,HR
HR REPRESENTATIVE,13520837,"['provide a high level of service to both internal and external clients and candidates', 'possess excellent communication']",2.0,3.0,Science pparel,0,0,0,0,0,37.0,"['administrative', 'administrative support', 'benefits', 'c', 'cash handling', 'closing', 'coaching', 'com', 'interpersonal skills', 'council', 'customer service', 'customer service skills', 'data entry', 'decision making', 'employee relations', 'hiring', 'hris', 'human resources', 'hr', 'interpretation', 'labor relations', 'leadership', 'merchandising', 'lisa', 'negotiations', 'organizational', 'payroll', 'performance reviews', 'personnel', 'policies', 'problem resolution', 'reconciling', 'recruiting', 'reporting', 'sales', 'sound', 'employee development']",1.0,HR
HR SPECIALIST,18422164,"['recruiting', 'employee relations', 'personnel records maintenance', 'new hire orientation', 'exceptional interpersonal']",3.0,3.0,English Writing,13,0,0,0,0,16.0,"['articulate', 'benefits', 'case management', 'employee communications', 'human resources', 'payroll', 'processing payroll', 'personnel', 'policies', 'processes', 'quality', 'recruiting', 'research', 'staffing', 'phone', 'workflow']",1.0,HR
HR MANAGER,30862904,"['senior human resources strategist / recruitment manager', 'talent management | strategic recruitment planning', 'organizational development', 'top-performing human resources professional with 10+ years of']",,3.0,,21,0,0,0,0,43.0,"['ada', 'art', 'benefits', 'benefits administration', 'biotechnology', 'branding', 'budget', 'change management', 'contract negotiations', 'contract negotiation', 'databases', 'designing', 'direction', 'employee relations', 'senior management', 'fax', 'focus', 'hiring', 'human resources', 'hr', 'team building', 'leadership', 'director', 'marketing', 'organizational development', 'payroll', 'performance appraisal', 'performance management', 'policies', 'processes', 'process improvement', 'project management', 'protocols', 'quality', 'recruitment', 'recruiting', 'recruiter', 'research', 'strategic', 'strategist', 'training design', 'vendor management', 'vendor relations']",1.0,HR
SENIOR HR,52979663,"['safety managementemployee engagementhr generalisttraining & developmentorganizationrecruiting & succession planning', 'accomplishments', 'experienced in union and non union manufacturing', 'sales & headquarter environments', 'established north american region safety operations network across us & canada', '7 manufacturing sites and 4separate business units', 'this model has been used in other functional areas']",2.0,3.0,Personnel,11,0,0,0,0,38.0,"['ada', 'approach', 'arbitration', 'auditing', 'business strategy', 'case management', 'contract negotiations', 'crisis management', 'finance', 'functional', 'hris', 'human resource', 'human resources', 'hr', 'information systems', 'iso', 'leadership', 'material science', 'money', 'negotiating', 'negotiation', 'negotiations', 'network', 'organizing', 'organizational', 'payroll', 'performance management', 'personnel', 'policies', 'problem solving', 'quality', 'recruiting', 'recruiter', 'safety', 'staffing', 'structured', 'supervisor', 'technical training']",1.0,HR
HR GENERALIST,28828844,"['conflict resolution & creative problem solver\table to adapt and implement change', 'excellent communication']",,2.0,,0,0,0,0,0,7.0,"['administrative support', 'adp', 'benefits', 'coaching', 'excellent communication', 'conflict resolution', 'conflict']",1.0,HR
HR CONSULTANT,21830565,"['training and development', 'recruiting', 'exceptional interpersonal']",2.0,3.0,Business Administration,12,0,0,0,0,0.0,"{'hr', 'benefits'}",1.0,HR
